"Lobbyist","Lobbyist Type","Client","Report Type","Filing Date"
"Remy, Thomas, Moose, and Manley, LLP","Contract","Petrovich Development Co.","3rd Quarter 2011","10/17/11"
"Remy, Thomas, Moose, and Manley, LLP","Contract","Ranch Capital","3rd Quarter 2011","10/17/11"
"Remy, Thomas, Moose, and Manley, LLP","Contract","Riverview Investments","3rd Quarter 2011","10/17/11"
"Remy, Thomas, Moose, and Manley, LLP","Contract","Sacramento Food Bank","3rd Quarter 2011","10/17/11"
"Remy, Thomas, Moose, and Manley, LLP","Contract","Sims Metal America","3rd Quarter 2011","10/17/11"
"Remy, Thomas, Moose, and Manley, LLP","Contract","Trinity Cathedral","3rd Quarter 2011","10/17/11"
"Remy, Thomas, Moose, and Manley, LLP","Contract","Wind Youth Center","3rd Quarter 2011","10/17/11"
"Remy, Thomas, Moose, and Manley, LLP","Contract","Linda Dankman","3rd Quarter 2011","10/17/11"
"Rental Housing Association of Sacramento Valley","Business/ Organization","N/A","3rd Quarter 2011","10/20/11"
"Revell Communications","Contract","Sacramento Independent Taxi Owners Association","3rd Quarter 2011","10/18/11"
"Revell Communications","Contract","American Promotional Events, Inc, (aka TNT Fireworks)","3rd Quarter 2011","10/18/11"
"Robert P. Thomas & Associates","Contract","AKT","3rd Quarter 2011","11/02/11"
"Robert P. Thomas & Associates","Contract","BLT Enterprises","3rd Quarter 2011","11/02/11"
"Sac-Sierra's Bld & Const Trades Council/Matt Kelly","Business/ Organization","N/A","3rd Quarter 2011","10/24/11"
"Taylor & Wiley","Contract","Opus West Corporation","3rd Quarter 2011","10/18/11"
"Taylor & Wiley","Contract","John Manikas","3rd Quarter 2011","10/18/11"
"Taylor & Wiley","Contract","Meer Capital Partners","3rd Quarter 2011","10/18/11"
"Taylor & Wiley","Contract","AKT Development","3rd Quarter 2011","10/18/11"
"Taylor & Wiley","Contract","Stonebridge/Teichert","3rd Quarter 2011","10/18/11"
"Taylor & Wiley","Contract","Johnny Javanifard","3rd Quarter 2011","10/18/11"
"Taylor & Wiley","Contract","Gurjeet Hundal","3rd Quarter 2011","10/18/11"
"Taylor & Wiley","Contract","St. Anton","3rd Quarter 2011","10/18/11"
"Taylor & Wiley","Contract","California Railroad Museum Foundation","3rd Quarter 2011","10/18/11"
"Taylor & Wiley","Contract","Kevin Terry / 500 Richards","3rd Quarter 2011","10/18/11"
"Elliott Management Corporation","Business/ Organization","N/A","3rd Quarter 2011 Initial","10/19/11"
"Edgar and Associates","Contract","No Client Information","3rd Quarter 2011 Termination","09/19/11"
"Best, Best & Krieger LLP","Contract","No Current Clients","3rd Quarter 2012","10/15/12"
"California Capitol Solutions/Max Del Real","Contract","Alpine Alternative","3rd Quarter 2012","10/23/12"
"California Capitol Solutions/Max Del Real","Contract","Sacramento Police Officers Association","3rd Quarter 2012","10/23/12"
"Holloway Land Company","Contract","21st & I, LLC","3rd Quarter 2012","10/10/12"
"Holloway Land Company","Contract","7-Eleven, Inc.","3rd Quarter 2012","10/10/12"
"Holloway Land Company","Contract","A Therapeutic Alternative","3rd Quarter 2012","10/10/12"
"Holloway Land Company","Contract","Brothers Development","3rd Quarter 2012","10/10/12"
"Holloway Land Company","Contract","Compass Commercial","3rd Quarter 2012","10/10/12"
"Holloway Land Company","Contract","Evergreen Development Co./Dollar General Stores","3rd Quarter 2012","10/10/12"
"Holloway Land Company","Contract","Foothill Partners","3rd Quarter 2012","10/10/12"
"Holloway Land Company","Contract","Fresh & Easy Neighborhood Market","3rd Quarter 2012","10/10/12"
"Holloway Land Company","Contract","Hugs Dispensary","3rd Quarter 2012","10/10/12"
"Holloway Land Company","Contract","Lend Lease**","3rd Quarter 2012","10/10/12"
"Holloway Land Company","Contract","Mueller Pet Hospital","3rd Quarter 2012","10/10/12"
"Holloway Land Company","Contract","Pacific Housing","3rd Quarter 2012","10/10/12"
"Holloway Land Company","Contract","PC & F","3rd Quarter 2012","10/10/12"
"Holloway Land Company","Contract","Power Inn Alliance","3rd Quarter 2012","10/10/12"
"Holloway Land Company","Contract","Recycling Industries","3rd Quarter 2012","10/10/12"
"Holloway Land Company","Contract","Sisler and Sisler","3rd Quarter 2012","10/10/12"
"Holloway Land Company","Contract","Taylor and Wiley","3rd Quarter 2012","10/10/12"
"Holloway Land Company","Contract","Trammell Crow Residential","3rd Quarter 2012","10/10/12"
"Law Offices of Gregory D. Thatch","Contract","Alleghany Properties, Inc.","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","Armour Steel Company","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","Brookfield Natomas, LLC","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","Downtown Ford","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","Fritz Brown","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","Granite Bay Development","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","Howe & University, LLC","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","K. Hovnanian Forecast Homes Northern, Inc.","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","KB Home","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","Kern Schumacher (Natomas Creek, LLC; Natomas Meadows, LLC; Commerce Station, LLC; East Commerce Parkway, LLC; and Natomas Towne Center, LLC)","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","Lennar Winncrest, LLC","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","Lewis Operating Corp.","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","M&H Realty Partners, VI, L.P.","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","Panatonni Development Company","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","Paratransit, Inc.","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","Park El Camino-Natomas, LLC","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","Regent Development, Inc.","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","Schetter Electric Company, Inc.","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","Shea Homes","3rd Quarter 2012","10/11/12"
"Law Offices of Gregory D. Thatch","Contract","TIAA-CREF","3rd Quarter 2012","10/11/12"
"Law Offices of Richard H. Hyde","Contract","13th and I Associates","3rd Quarter 2012","10/02/12"
"Law Offices of Richard H. Hyde","Contract","California Fairs Financing Authority dba California Construction","3rd Quarter 2012","10/02/12"
"Law Offices of Richard H. Hyde","Contract","GMA Investors","3rd Quarter 2012","10/02/12"
"Law Offices of Richard H. Hyde","Contract","Lucas Enterprises","3rd Quarter 2012","10/02/12"
"Law Offices of Richard H. Hyde","Contract","Sotiris K. Kolkotronis dba SKK Development Company","3rd Quarter 2012","10/02/12"
"Law Offices of Richard H. Hyde","Contract","Township 9 (Fomerly known as Capitol Station 65, LLC)","3rd Quarter 2012","10/02/12"
"Law Offices of Richard H. Hyde","Contract","Z Gallerie","3rd Quarter 2012","10/02/12"
"MMS Stratagies","Contract","Allied Waste (Sacramento Subsidiary of Republic Services)","3rd Quarter 2012","10/15/12"
"Pacific Advocacy Group","Contract","WECA-IEC","3rd Quarter 2012","10/04/12"
"Pacific Advocacy Group","Contract","PHCC of California","3rd Quarter 2012","10/04/12"
"Pacific Investment Management Company","Business/ Organization","N/A","3rd Quarter 2012","10/11/12"
"Paul R. Curry and Associates","Contract","Raytheon","3rd Quarter 2012","10/15/12"
"Pershing Square Capital Management LP","Business/ Organization","N/A","3rd Quarter 2012","10/08/12"
"Phillips Land Law, Inc.","Contract","Ose Properties","3rd Quarter 2012","10/15/12"
"Rasmusson Public Affairs","Contract","Buta Singh dba Arden Shell LLC","3rd Quarter 2012","10/23/12"
"Rasmusson Public Affairs","Contract","CBS Outdoor","3rd Quarter 2012","10/23/12"
"Rasmusson Public Affairs","Contract","LPS Asset  Management Solutions, Inc.","3rd Quarter 2012","10/23/12"
"Rasmusson Public Affairs","Contract","Sacramento Association of Realtors","3rd Quarter 2012","10/23/12"
"Rasmusson Public Affairs","Contract","Saca Development","3rd Quarter 2012","10/23/12"
"Rasmusson Public Affairs","Contract","Tooley Oil Company","3rd Quarter 2012","10/23/12"
"Rental Housing Association of Sacramento Valley","Business/ Organization","N/A","3rd Quarter 2012","10/02/12"
"Revell Communications","Contract","Sacramento Independent Taxi Owners Association","3rd Quarter 2012","10/11/12"
"Revell Communications","Contract","American Promotional Events, Inc, (aka TNT Fireworks)","3rd Quarter 2012","10/11/12"
"Taylor & Wiley","Contract","AKT Development","3rd Quarter 2012","10/15/12"
"Taylor & Wiley","Contract","California Railroad Museum Foundation","3rd Quarter 2012","10/15/12"
"Taylor & Wiley","Contract","Gurjeet Hundal","3rd Quarter 2012","10/15/12"
"Taylor & Wiley","Contract","John Manikas","3rd Quarter 2012","10/15/12"
"Taylor & Wiley","Contract","Johnny Javanifard","3rd Quarter 2012","10/15/12"
"Taylor & Wiley","Contract","Kevin Terry / 500 Richards","3rd Quarter 2012","10/15/12"
"Taylor & Wiley","Contract","Meer Capital Partners","3rd Quarter 2012","10/15/12"
"Taylor & Wiley","Contract","Opus West Corporation","3rd Quarter 2012","10/15/12"
"Taylor & Wiley","Contract","St. Anton","3rd Quarter 2012","10/15/12"
"Taylor & Wiley","Contract","Stonebridge/Teichert","3rd Quarter 2012","10/15/12"
"Taylor & Wiley","Contract","Venatus","3rd Quarter 2012","10/15/12"
"Thomas Law Group","Contract","455 Capitol Mall","3rd Quarter 2012","10/15/12"
"Thomas Law Group","Contract","Alleghaney Properties, LLC","3rd Quarter 2012","10/15/12"
"Thomas Law Group","Contract","Capitol Station 65","3rd Quarter 2012","10/15/12"
"Thomas Law Group","Contract","Clear Channel","3rd Quarter 2012","10/15/12"
"Thomas Law Group","Contract","Fountain Residential Partners","3rd Quarter 2012","10/15/12"
"Thomas Law Group","Contract","Integral Communities","3rd Quarter 2012","10/15/12"
"Thomas Law Group","Contract","NBA","3rd Quarter 2012","10/15/12"
"Thomas Law Group","Contract","Nestle Waters of North America","3rd Quarter 2012","10/15/12"
"Thomas Law Group","Contract","Petco","3rd Quarter 2012","10/15/12"
"Thomas Law Group","Contract","Priority Parking","3rd Quarter 2012","10/15/12"
"Thomas Law Group","Contract","Ranch Capital","3rd Quarter 2012","10/15/12"
"Thomas Law Group","Contract","Riverview Investments","3rd Quarter 2012","10/15/12"
"Thomas Law Group","Contract","The Evergreen Company","3rd Quarter 2012","10/15/12"
"Thomas Law Group","Contract","Zaremba Group LLC","3rd Quarter 2012","10/15/12"
"California Capitol Solutions/Max Del Real","Contract","Alpine Alternative","3rd Quarter 2013","10/22/13"
"California Capitol Solutions/Max Del Real","Contract","Alternative Medical Center","3rd Quarter 2013","10/22/13"
"California Capitol Solutions/Max Del Real","Contract","Hugs Alternative Care","3rd Quarter 2013","10/22/13"
"California Capitol Solutions/Max Del Real","Contract","Midtown Independent Alternative","3rd Quarter 2013","10/22/13"
"California Capitol Solutions/Max Del Real","Contract","River City Cooperative Corporation","3rd Quarter 2013","10/22/13"
"Hefner, Stark & Marois, LLP","Contract","The Evergreen Company","3rd Quarter 2013","10/17/13"
"Hefner, Stark & Marois, LLP","Contract","West Coast Housing Partners, LLC & BHT Parkebridge 531, LLC","3rd Quarter 2013","10/17/13"
"Holloway Land Company","Contract","21st & I, LLC","3rd Quarter 2013","10/10/13"
"Holloway Land Company","Contract","7-Eleven, Inc.","3rd Quarter 2013","10/10/13"
"Holloway Land Company","Contract","Brothers Development","3rd Quarter 2013","10/10/13"
"Holloway Land Company","Contract","Compass Commercial","3rd Quarter 2013","10/10/13"
"Holloway Land Company","Contract","DT Real Estate","3rd Quarter 2013","10/10/13"
"Holloway Land Company","Contract","Evergreen Development Co./Dollar General Stores","3rd Quarter 2013","10/10/13"
"Holloway Land Company","Contract","Foothill Partners","3rd Quarter 2013","10/10/13"
"Holloway Land Company","Contract","Hugs Dispensary","3rd Quarter 2013","10/10/13"
"Holloway Land Company","Contract","Lend Lease","3rd Quarter 2013","10/10/13"
"Holloway Land Company","Contract","Mueller Pet Hospital","3rd Quarter 2013","10/10/13"
"Holloway Land Company","Contract","Pacific Housing","3rd Quarter 2013","10/10/13"
"Holloway Land Company","Contract","PC & F","3rd Quarter 2013","10/10/13"
"Holloway Land Company","Contract","Sisler and Sisler","3rd Quarter 2013","10/10/13"
"Holloway Land Company","Contract","Taylor and Wiley","3rd Quarter 2013","10/10/13"
"King Street Capital Management, L.P.","Business/ Organization","N/A","3rd Quarter 2013","10/03/13"
"Law Offices of Gregory D. Thatch","Contract","Alleghany Properties, Inc.","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Armour Steel Company","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Brookfield Natomas, LLC","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Downtown Ford","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Fritz Brown","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Granite Bay Development","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Hart Enterprises, L.P.","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Howe & University, LLC","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","K. Hovnanian Forecast Homes Northern, Inc.","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","KB Homes","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Kern Schumacher (Natomas Creek, LLC; Natomas Meadows, LLC; Commerce Station, LLC; East Commerce Parkway, LLC; and Natomas Towne Center, LLC)","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Lennar Winncrest, LLC","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Lewis Operating Corp.","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","M&H Realty Partners, VI, L.P.","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Panatonni Development Company","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Paratransit, Inc.","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Park El Camino-Natomas, LLC","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Peter Yellowlees","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Regent Development, Inc.","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Schetter Electric Company, Inc.","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Shea Homes","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Signature Healthcare Services, LLC","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","Steve Gidaro 5G Consulting, LLC/John Valensin","3rd Quarter 2013","10/08/13"
"Law Offices of Gregory D. Thatch","Contract","TIAA-CREF","3rd Quarter 2013","10/08/13"
"Law Offices of Richard H. Hyde","Contract","13th and I Associates","3rd Quarter 2013","10/01/13"
"Law Offices of Richard H. Hyde","Contract","California Fairs Financing Authority dba California Construction","3rd Quarter 2013","10/01/13"
"Law Offices of Richard H. Hyde","Contract","GMA Investors","3rd Quarter 2013","10/01/13"
"Law Offices of Richard H. Hyde","Contract","Lucas Enterprises","3rd Quarter 2013","10/01/13"
"Law Offices of Richard H. Hyde","Contract","Sotiris K. Kolkotronis dba SKK Development Company","3rd Quarter 2013","10/01/13"
"Law Offices of Richard H. Hyde","Contract","Township 9 (Fomerly known as Capitol Station 65, LLC)","3rd Quarter 2013","10/01/13"
"Law Offices of Richard H. Hyde","Contract","Z Gallerie","3rd Quarter 2013","10/01/13"
"Pacific Advocacy Group","Contract","Air Conditioning Trade Assn","3rd Quarter 2013","10/03/13"
"Pacific Advocacy Group","Contract","PHCC of California","3rd Quarter 2013","10/03/13"
"Pacific Advocacy Group","Contract","WECA-IEC","3rd Quarter 2013","10/03/13"
"Pacific Investment Management Company","Business/ Organization","N/A","3rd Quarter 2013","10/11/13"
"Rasmusson Public Affairs","Contract","CBS Outdoor","3rd Quarter 2013","10/22/13"
"Rasmusson Public Affairs","Contract","LPS Asset  Management Solutions, Inc.","3rd Quarter 2013","10/22/13"
"Rasmusson Public Affairs","Contract","Louis Nastro","3rd Quarter 2013","10/22/13"
"Rasmusson Public Affairs","Contract","Sacramento Association of Realtors","3rd Quarter 2013","10/22/13"
"Rasmusson Public Affairs","Contract","Saca Development","3rd Quarter 2013","10/22/13"
"Rasmusson Public Affairs","Contract","Tooley Oil Company","3rd Quarter 2013","10/22/13"
"Rental Housing Association of Sacramento Valley","Business/ Organization","N/A","3rd Quarter 2013","10/17/13"
"Revell Communications","Contract","Sacramento Independent Taxi Owners Association","3rd Quarter 2013","10/03/13"
